STATE__,BGN_DATE,BGN_TIME,TIME_ZONE,COUNTY,COUNTYNAME,STATE,EVTYPE,BGN_RANGE,BGN_AZI,BGN_LOCATI,END_DATE,END_TIME,COUNTY_END,COUNTYENDN,END_RANGE,END_AZI,END_LOCATI,LENGTH,WIDTH,F,MAG,FATALITIES,INJURIES,PROPDMG,PROPDMGEXP,CROPDMG,CROPDMGEXP,WFO,STATEOFFIC,ZONENAMES,LATITUDE,LONGITUDE,LATITUDE_E,LONGITUDE_,REMARKS,REFNUM
1,11/16/1957 0:00:00,1000,CST,9,BLOUNT,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3412,8624,0,0,,155
1,11/17/1957 0:00:00,1310,CST,75,LAMAR,AL,TORNADO,0,,,,,0,,0,,,0,33,1,0,0,0,2.5,K,0,,,,,3354,8808,0,0,,156
1,11/17/1957 0:00:00,1512,CST,127,WALKER,AL,TORNADO,0,,,,,0,,0,,,7.2,200,4,0,4,15,25,K,0,,,,,3354,8711,3356,8718,,157
1,11/17/1957 0:00:00,1610,CST,43,CULLMAN,AL,TORNADO,0,,,,,0,,0,,,9.2,33,1,0,0,3,250,K,0,,,,,3406,8703,3409,8654,,158
1,11/18/1957 0:00:00,1330,CST,59,FRANKLIN,AL,TORNADO,0,,,,,0,,0,,,7.4,33,2,0,0,0,25,K,0,,,,,3429,8752,3432,8745,,159
1,11/18/1957 0:00:00,1430,CST,63,GREENE,AL,TORNADO,0,,,,,0,,0,,,7.6,33,1,0,0,0,250,K,0,,,,,3239,8754,3243,8748,,160
1,11/18/1957 0:00:00,1430,CST,65,HALE,AL,TORNADO,0,,,,,0,,0,,,20.4,33,1,0,0,5,250,K,0,,,,,3243,8748,3257,8735,,161
1,11/18/1957 0:00:00,1445,CST,125,TUSCALOOSA,AL,TORNADO,0,,,,,0,,0,,,3.3,33,1,0,0,1,25,K,0,,,,,3324,8732,3325,8729,,162
1,11/18/1957 0:00:00,1445,CST,47,DALLAS,AL,TORNADO,0,,,,,0,,0,,,37.3,33,1,0,0,0,25,K,0,,,,,3217,8722,3240,8655,,163
1,11/18/1957 0:00:00,1445,CST,125,TUSCALOOSA,AL,HAIL,0,,,,,0,,0,,,0,0,,175,0,0,0,,0,,,,,3317,8730,0,0,,164
1,11/18/1957 0:00:00,1530,CST,73,JEFFERSON,AL,TORNADO,0,,,,,0,,0,,,8.2,100,2,0,1,35,2.5,M,0,,,,,3336,8648,3338,8640,,165
1,11/18/1957 0:00:00,1615,CST,49,DEKALB,AL,TORNADO,0,,,,,0,,0,,,0,33,1,0,0,0,25,K,0,,,,,3420,8550,0,0,,166
1,11/18/1957 0:00:00,1635,CST,123,TALLAPOOSA,AL,TORNADO,0,,,,,0,,0,,,0,33,1,0,0,0,25,K,0,,,,,3257,8558,0,0,,167
1,11/18/1957 0:00:00,1700,CST,103,MORGAN,AL,TORNADO,0,,,,,0,,0,,,0,33,1,0,0,0,25,K,0,,,,,3419,8636,0,0,,168
1,11/18/1957 0:00:00,1700,CST,79,LAWRENCE,AL,TORNADO,0,,,,,0,,0,,,0,33,1,0,0,0,2.5,K,0,,,,,3430,8712,0,0,,169
1,11/18/1957 0:00:00,1715,CST,29,CLEBURNE,AL,TORNADO,0,,,,,0,,0,,,0,33,1,0,0,0,25,K,0,,,,,3342,8536,0,0,,170
1,11/18/1957 0:00:00,1730,CST,27,CLAY,AL,TORNADO,0,,,,,0,,0,,,0,33,2,0,0,0,25,K,0,,,,,3316,8551,0,0,,171
1,11/18/1957 0:00:00,1730,CST,9,BLOUNT,AL,TORNADO,0,,,,,0,,0,,,15.8,100,4,0,3,6,250,K,0,,,,,3359,8631,3410,8621,,172
1,11/18/1957 0:00:00,1730,CST,95,MARSHALL,AL,TORNADO,0,,,,,0,,0,,,10.3,100,4,0,0,6,250,K,0,,,,,3410,8621,3416,8613,,173
1,11/24/1957 0:00:00,1300,CST,103,MORGAN,AL,HAIL,0,,,,,0,,0,,,0,0,,175,0,0,0,,0,,,,,3430,8647,0,0,,174
1,12/19/1957 0:00:00,2230,CST,57,FAYETTE,AL,TORNADO,0,,,,,0,,0,,,0,33,1,0,0,0,2.5,K,0,,,,,3352,8748,0,0,,175
1,12/19/1957 0:00:00,2315,CST,33,COLBERT,AL,TORNADO,0,,,,,0,,0,,,0,33,2,0,0,7,25,K,0,,,,,3436,8740,0,0,,176
1,12/20/1957 0:00:00,253,CST,21,CHILTON,AL,TORNADO,0,,,,,0,,0,,,0,33,1,0,0,0,250,K,0,,,,,3248,8639,0,0,,177
1,12/20/1957 0:00:00,300,CST,35,CONECUH,AL,TORNADO,0,,,,,0,,0,,,0.8,33,1,0,0,0,2.5,K,0,,,,,3118,8653,0,0,,178
1,1/31/1958 0:00:00,1330,CST,59,FRANKLIN,AL,TORNADO,0,,,,,0,,0,,,3,440,2,0,0,0,2.5,K,0,,,,,3429,8752,0,0,,179
1,02/06/1958 00:00,1205,CST,109,PIKE,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3147,8600,0,0,,180
1,02/06/1958 00:00,1405,CST,109,PIKE,AL,TORNADO,0,,,,,0,,0,,,11.3,200,2,0,0,0,25,K,0,,,,,3143,8607,3150,8559,,181
1,2/26/1958 0:00:00,1530,CST,45,DALE,AL,HAIL,0,,,,,0,,0,,,0,0,,175,0,0,0,,0,,,,,3136,8541,0,0,,182
1,2/26/1958 0:00:00,2000,CST,23,CHOCTAW,AL,TORNADO,0,,,,,0,,0,,,20.9,67,2,0,0,0,250,K,0,,,,,3147,8827,3200,8812,,183
1,2/26/1958 0:00:00,2130,CST,97,MOBILE,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,71,0,0,0,,0,,,,,3042,8817,0,0,,184
1,2/26/1958 0:00:00,2330,CST,53,ESCAMBIA,AL,TORNADO,0,,,,,0,,0,,,0,10,1,0,0,0,25,K,0,,,,,3104,8725,0,0,,185
1,2/27/1958 0:00:00,130,CST,101,MONTGOMERY,AL,TORNADO,0,,,,,0,,0,,,12.9,200,1,0,0,0,25,K,0,,,,,3214,8600,3224,8554,,186
1,04/03/1958 00:00,2005,CST,57,FAYETTE,AL,HAIL,0,,,,,0,,0,,,0,0,,75,0,0,0,,0,,,,,3353,8747,0,0,,187
1,04/03/1958 00:00,2005,CST,73,JEFFERSON,AL,HAIL,0,,,,,0,,0,,,0,0,,200,0,0,0,,0,,,,,3335,8654,0,0,,188
1,04/05/1958 00:00,2000,CST,103,MORGAN,AL,TORNADO,0,,,,,0,,0,,,0.5,100,1,0,0,0,2.5,K,0,,,,,3434,8657,0,0,,189
1,04/05/1958 00:00,2100,CST,33,COLBERT,AL,TORNADO,0,,,,,0,,0,,,8.9,100,2,0,1,1,250,K,0,,,,,3440,8732,3446,8726,,190
1,04/05/1958 00:00,2100,CST,79,LAWRENCE,AL,TORNADO,0,,,,,0,,0,,,10.3,100,2,0,0,0,250,K,0,,,,,3446,8726,3451,8717,,191
1,04/05/1958 00:00,2200,CST,79,LAWRENCE,AL,TORNADO,0,,,,,0,,0,,,25.6,100,2,0,0,0,25,K,0,,,,,3442,8724,3455,8702,,192
1,04/05/1958 00:00,2215,CST,83,LIMESTONE,AL,TORNADO,0,,,,,0,,0,,,10.5,50,2,0,0,0,250,K,0,,,,,3448,8700,3455,8653,,193
1,04/05/1958 00:00,2230,CST,89,MADISON,AL,TORNADO,0,,,,,0,,0,,,0,33,1,0,0,0,25,K,0,,,,,3444,8637,0,0,,194
1,04/05/1958 00:00,2300,CST,43,CULLMAN,AL,TORNADO,0,,,,,0,,0,,,8.8,200,1,0,0,0,250,K,0,,,,,3415,8652,3420,8645,,195
1,04/05/1958 00:00,2320,CST,43,CULLMAN,AL,TORNADO,0,,,,,0,,0,,,6.6,33,2,0,0,0,25,K,0,,,,,3418,8654,3422,8649,,196
1,04/06/1958 00:00,3,CST,95,MARSHALL,AL,TORNADO,0,,,,,0,,0,,,15.8,100,3,0,0,1,250,K,0,,,,,3416,8613,3428,8605,,197
1,04/06/1958 00:00,3,CST,71,JACKSON,AL,TORNADO,0,,,,,0,,0,,,9.9,100,3,0,0,0,250,K,0,,,,,3428,8605,3435,8559,,198
1,4/24/1958 0:00:00,2000,CST,89,MADISON,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,65,0,0,0,,0,,,,,3442,8635,0,0,,199
1,4/25/1958 0:00:00,1130,CST,101,MONTGOMERY,AL,HAIL,0,,,,,0,,0,,,0,0,,75,0,0,0,,0,,,,,3223,8617,0,0,,200
1,4/29/1958 0:00:00,600,CST,73,JEFFERSON,AL,TORNADO,0,,,,,0,,0,,,0.3,300,1,0,0,0,25,K,0,,,,,3316,8658,0,0,,201
1,4/29/1958 0:00:00,600,CST,73,JEFFERSON,AL,TORNADO,0,,,,,0,,0,,,0.5,100,2,0,0,0,25,K,0,,,,,3338,8649,0,0,,202
1,4/29/1958 0:00:00,630,CST,21,CHILTON,AL,TORNADO,0,,,,,0,,0,,,0,33,0,0,0,0,2.5,K,0,,,,,3250,8628,0,0,,203
1,4/29/1958 0:00:00,640,CST,21,CHILTON,AL,TORNADO,0,,,,,0,,0,,,12.1,100,1,0,0,0,25,K,0,,,,,3257,8645,3305,8637,,204
1,4/29/1958 0:00:00,640,CST,55,ETOWAH,AL,TORNADO,0,,,,,0,,0,,,0,33,1,0,0,0,25,K,0,,,,,3400,8600,0,0,,205
1,05/01/1958 00:00,1830,CST,107,PICKENS,AL,HAIL,0,,,,,0,,0,,,0,0,,100,0,0,0,,0,,,,,3317,8754,0,0,,206
1,05/05/1958 00:00,1445,CST,1,AUTAUGA,AL,HAIL,0,,,,,0,,0,,,0,0,,75,0,0,0,,0,,,,,3242,8624,0,0,,207
1,05/05/1958 00:00,2005,CST,101,MONTGOMERY,AL,HAIL,0,,,,,0,,0,,,0,0,,75,0,0,0,,0,,,,,3223,8617,0,0,,208
1,05/10/1958 00:00,1530,CST,75,LAMAR,AL,HAIL,0,,,,,0,,0,,,0,0,,150,0,0,0,,0,,,,,3342,8800,0,0,,209
1,05/10/1958 00:00,1650,CST,73,JEFFERSON,AL,HAIL,0,,,,,0,,0,,,0,0,,175,0,0,0,,0,,,,,3323,8654,0,0,,210
1,5/25/1958 0:00:00,1600,CST,103,MORGAN,AL,TORNADO,0,,,,,0,,0,,,0,50,2,0,0,1,25,K,0,,,,,3438,8700,0,0,,211
1,06/02/1958 00:00,1600,CST,69,HOUSTON,AL,TORNADO,0,,,,,0,,0,,,0.3,200,1,0,0,0,2.5,K,0,,,,,3118,8507,0,0,,212
1,9/20/1958 0:00:00,1630,CST,77,LAUDERDALE,AL,TORNADO,0,,,,,0,,0,,,1,33,1,0,0,0,25,K,0,,,,,3500,8718,0,0,,213
1,10/19/1958 0:00:00,1630,CST,101,MONTGOMERY,AL,HAIL,0,,,,,0,,0,,,0,0,,175,0,0,0,,0,,,,,3217,8624,0,0,,214
1,1/21/1959 0:00:00,545,CST,43,CULLMAN,AL,TORNADO,0,,,,,0,,0,,,1,33,2,0,0,0,25,K,0,,,,,3415,8642,0,0,,215
1,1/21/1959 0:00:00,1815,CST,67,HENRY,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3124,8517,0,0,,216
1,03/11/1959 00:00,1615,CST,127,WALKER,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3342,8705,0,0,,217
1,03/11/1959 00:00,1700,CST,47,DALLAS,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3223,8711,0,0,,218
1,3/21/1959 0:00:00,1530,CST,73,JEFFERSON,AL,HAIL,0,,,,,0,,0,,,0,0,,300,0,0,0,,0,,,,,3330,8635,0,0,,219
1,3/21/1959 0:00:00,2000,CST,31,COFFEE,AL,TORNADO,0,,,,,0,,0,,,2.7,150,2,0,0,0,25,K,0,,,,,3120,8552,3122,8551,,220
1,3/26/1959 0:00:00,1445,CST,97,MOBILE,AL,TORNADO,0,,,,,0,,0,,,0,33,1,0,0,0,2.5,K,0,,,,,3107,8815,0,0,,221
1,4/20/1959 0:00:00,1000,CST,97,MOBILE,AL,HAIL,0,,,,,0,,0,,,0,0,,200,0,0,0,,0,,,,,3042,8824,0,0,,222
1,4/20/1959 0:00:00,1000,CST,97,MOBILE,AL,HAIL,0,,,,,0,,0,,,0,0,,100,0,0,0,,0,,,,,3042,8817,0,0,,223
1,4/20/1959 0:00:00,1000,CST,97,MOBILE,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,60,0,0,0,,0,,,,,3042,8817,0,0,,224
1,4/20/1959 0:00:00,1000,CST,3,BALDWIN,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,80,0,0,0,,0,,,,,3030,8754,0,0,,225
1,4/28/1959 0:00:00,1830,CST,121,TALLADEGA,AL,TORNADO,0,,,,,0,,0,,,0,33,1,0,0,0,2.5,K,0,,,,,3240,8654,0,0,,226
1,05/12/1959 00:00,1210,CST,7,BIBB,AL,TORNADO,0,,,,,0,,0,,,4.9,100,2,0,0,0,0,K,0,,,,,3312,8700,3312,8655,,227
1,05/12/1959 00:00,1330,CST,73,JEFFERSON,AL,TORNADO,0,,,,,0,,0,,,8.6,440,3,0,0,5,250,K,0,,,,,3322,8657,3325,8649,,228
1,05/12/1959 00:00,1330,CST,73,JEFFERSON,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3330,8700,0,0,,229
1,05/12/1959 00:00,1530,CST,7,BIBB,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3305,8705,0,0,,230
1,5/20/1959 0:00:00,2030,CST,47,DALLAS,AL,TORNADO,0,,,,,0,,0,,,0.1,200,1,0,0,0,0.25,K,0,,,,,3224,8706,0,0,,231
1,6/23/1959 0:00:00,1700,CST,49,DEKALB,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3430,8541,0,0,,232
1,07/01/1959 00:00,1240,CST,47,DALLAS,AL,TORNADO,0,,,,,0,,0,,,0.1,50,2,0,0,3,25,K,0,,,,,3225,8700,0,0,,233
1,07/01/1959 00:00,1259,CST,47,DALLAS,AL,HAIL,0,,,,,0,,0,,,0,0,,275,0,0,0,,0,,,,,3223,8700,0,0,,234
1,07/01/1959 00:00,1259,CST,47,DALLAS,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3223,8700,0,0,,235
1,07/12/1959 00:00,1200,CST,73,JEFFERSON,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,64,0,0,0,,0,,,,,3335,8647,0,0,,236
1,07/12/1959 00:00,1300,CST,73,JEFFERSON,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,63,0,0,0,,0,,,,,3335,8647,0,0,,237
1,7/31/1959 0:00:00,1500,CST,101,MONTGOMERY,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3212,8611,0,0,,238
1,09/05/1959 00:00,1430,CST,57,FAYETTE,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3342,8735,0,0,,239
1,11/04/1959 00:00,1520,CST,47,DALLAS,AL,TORNADO,0,,,,,0,,0,,,0.2,3,,0,0,0,0.25,K,0,,,,,0,0,0,0,,240
1,1/29/1960 0:00:00,600,CST,97,MOBILE,AL,TORNADO,0,,,,,0,,0,,,0,33,1,0,0,0,2.5,K,0,,,,,3038,8806,0,0,,241
1,02/04/1960 00:00,2043,CST,119,SUMTER,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3235,8811,0,0,,242
1,3/29/1960 0:00:00,800,CST,31,COFFEE,AL,HAIL,0,,,,,0,,0,,,0,0,,175,0,0,0,,0,,,,,3117,8547,0,0,,243
1,3/29/1960 0:00:00,800,CST,31,COFFEE,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3117,8605,0,0,,244
1,3/29/1960 0:00:00,830,CST,73,JEFFERSON,AL,HAIL,0,,,,,0,,0,,,0,0,,300,0,0,0,,0,,,,,3342,8641,0,0,,245
1,3/29/1960 0:00:00,1300,CST,25,CLARKE,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3130,8754,0,0,,246
1,3/29/1960 0:00:00,1700,CST,99,MONROE,AL,TORNADO,0,,,,,0,,0,,,5.7,50,2,0,0,0,25,K,0,,,,,3136,8718,3138,8713,,247
1,3/30/1960 0:00:00,150,CST,73,JEFFERSON,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3335,8647,0,0,,248
1,05/05/1960 00:00,700,CST,97,MOBILE,AL,TORNADO,0,,,,,0,,0,,,11.5,33,1,0,0,0,2.5,K,0,,,,,3056,8813,3051,8803,,249
1,05/07/1960 00:00,55,CST,97,MOBILE,AL,TORNADO,0,,,,,0,,0,,,0.1,100,2,0,0,0,25,K,0,,,,,3030,8816,0,0,,250
1,05/07/1960 00:00,137,CST,97,MOBILE,AL,TORNADO,0,,,,,0,,0,,,0.2,100,2,0,0,0,250,K,0,,,,,3030,8806,0,0,,251
1,5/26/1960 0:00:00,1300,CST,71,JACKSON,AL,TORNADO,0,,,,,0,,0,,,0.2,33,1,0,0,0,2.5,K,0,,,,,3442,8606,0,0,,252
1,5/27/1960 0:00:00,58,CST,33,COLBERT,AL,HAIL,0,,,,,0,,0,,,0,0,,75,0,0,0,,0,,,,,3447,8735,0,0,,253
1,5/28/1960 0:00:00,1730,CST,105,PERRY,AL,HAIL,0,,,,,0,,0,,,0,0,,75,0,0,0,,0,,,,,3235,8717,0,0,,254
1,06/09/1960 00:00,1500,CST,95,MARSHALL,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3417,8617,0,0,,255
1,6/15/1960 0:00:00,2200,CST,25,CLARKE,AL,TORNADO,0,,,,,0,,0,,,0,33,2,0,0,0,0,K,0,,,,,3137,8735,0,0,,256
1,6/16/1960 0:00:00,1500,CST,49,DEKALB,AL,HAIL,0,,,,,0,,0,,,0,0,,200,0,0,0,,0,,,,,3435,8547,0,0,,257
1,07/04/1960 00:00,1700,CST,73,JEFFERSON,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3347,8647,0,0,,258
1,07/04/1960 00:00,1750,CST,13,BUTLER,AL,TORNADO,0,,,,,0,,0,,,0,33,0,0,0,0,0,K,0,,,,,3139,8636,0,0,,259
1,07/04/1960 00:00,1750,CST,13,BUTLER,AL,TORNADO,0,,,,,0,,0,,,0,33,0,0,0,0,0,K,0,,,,,3139,8636,0,0,,260
1,07/04/1960 00:00,1800,CST,61,GENEVA,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3100,8547,0,0,,261
1,7/22/1960 0:00:00,1500,CST,23,CHOCTAW,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3205,8805,0,0,,262
1,7/29/1960 0:00:00,1400,CST,125,TUSCALOOSA,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3312,8735,0,0,,263
1,08/09/1960 00:00,1700,CST,103,MORGAN,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3435,8700,0,0,,264
1,9/16/1960 0:00:00,1320,CST,121,TALLADEGA,AL,TORNADO,0,,,,,0,,0,,,0.3,33,2,0,0,2,250,K,0,,,,,3311,8616,0,0,,265
1,9/16/1960 0:00:00,1600,CST,27,CLAY,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3317,8547,0,0,,266
1,10/05/1960 00:00,1430,CST,101,MONTGOMERY,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,53,0,0,0,,0,,,,,3217,8624,0,0,,267
1,10/08/1960 00:00,1427,CST,73,JEFFERSON,AL,TORNADO,0,,,,,0,,0,,,0,33,0,0,0,0,0,K,0,,,,,3345,8638,0,0,,268
1,10/19/1960 0:00:00,1515,CST,51,ELMORE,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3242,8605,0,0,,269
1,2/20/1961 0:00:00,1800,CST,91,MARENGO,AL,TORNADO,0,,,,,0,,0,,,1,33,1,0,0,2,25,K,0,,,,,3220,8746,0,0,,270
1,2/22/1961 0:00:00,530,CST,125,TUSCALOOSA,AL,TORNADO,0,,,,,0,,0,,,1,33,2,0,0,0,250,K,0,,,,,3312,8730,0,0,,271
1,2/24/1961 0:00:00,1630,CST,113,RUSSELL,AL,TORNADO,0,,,,,0,,0,,,25.6,33,2,0,0,4,25,K,0,,,,,3214,8524,3223,8500,,272
1,03/07/1961 00:00,530,CST,33,COLBERT,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3442,8747,0,0,,273
1,03/07/1961 00:00,2130,CST,57,FAYETTE,AL,TORNADO,0,,,,,0,,0,,,15,33,3,0,0,0,250,K,0,,,,,3349,8754,3353,8739,,274
1,03/07/1961 00:00,2130,CST,127,WALKER,AL,TORNADO,0,,,,,0,,0,,,5.9,33,3,0,0,1,250,K,0,,,,,3353,8739,3354,8733,,275
1,03/07/1961 00:00,2340,CST,43,CULLMAN,AL,TORNADO,0,,,,,0,,0,,,10.4,200,3,0,0,0,250,K,0,,,,,3415,8644,3420,8635,,276
1,03/07/1961 00:00,2340,CST,95,MARSHALL,AL,TORNADO,0,,,,,0,,0,,,8.9,200,3,0,0,8,250,K,0,,,,,3420,8635,3424,8627,,277
1,03/08/1961 00:00,400,CST,123,TALLAPOOSA,AL,TORNADO,0,,,,,0,,0,,,0,33,1,0,0,0,25,K,0,,,,,3257,8558,0,0,,278
1,03/08/1961 00:00,430,CST,101,MONTGOMERY,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3217,8624,0,0,,279
1,3/13/1961 0:00:00,1645,CST,73,JEFFERSON,AL,HAIL,0,,,,,0,,0,,,0,0,,200,0,0,0,,0,,,,,3335,8647,0,0,,280
1,3/17/1961 0:00:00,750,CST,97,MOBILE,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,65,0,0,0,,0,,,,,3042,8817,0,0,,281
1,3/17/1961 0:00:00,830,CST,53,ESCAMBIA,AL,TORNADO,0,,,,,0,,0,,,4.1,33,1,0,0,0,25,K,0,,,,,3102,8729,3103,8725,,282
1,3/17/1961 0:00:00,2220,CST,97,MOBILE,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3054,8818,0,0,,283
1,3/18/1961 0:00:00,415,CST,89,MADISON,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3453,8641,0,0,,284
1,3/18/1961 0:00:00,2300,CST,95,MARSHALL,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,53,0,0,0,,0,,,,,3417,8617,0,0,,285
1,3/28/1961 0:00:00,1130,CST,53,ESCAMBIA,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3112,8654,0,0,,286
1,3/30/1961 0:00:00,2100,CST,53,ESCAMBIA,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3106,8705,0,0,,287
1,3/30/1961 0:00:00,2240,CST,53,ESCAMBIA,AL,HAIL,0,,,,,0,,0,,,0,0,,75,0,0,0,,0,,,,,3106,8730,0,0,,288
1,3/30/1961 0:00:00,2240,CST,53,ESCAMBIA,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3106,8730,0,0,,289
1,3/31/1961 0:00:00,500,CST,67,HENRY,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3136,8511,0,0,,290
1,3/31/1961 0:00:00,1310,CST,113,RUSSELL,AL,TORNADO,0,,,,,0,,0,,,3,167,3,0,0,7,25,K,0,,,,,3226,8502,3227,8459,,291
1,04/03/1961 00:00,1615,CST,97,MOBILE,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,58,0,0,0,,0,,,,,3042,8817,0,0,,292
1,04/09/1961 00:00,930,CST,31,COFFEE,AL,TORNADO,0,,,,,0,,0,,,54.1,33,1,0,0,0,250,K,0,,,,,3136,8602,3152,8510,,293
1,4/15/1961 0:00:00,1610,CST,73,JEFFERSON,AL,HAIL,0,,,,,0,,0,,,0,0,,175,0,0,0,,0,,,,,3330,8654,0,0,,294
1,4/15/1961 0:00:00,1628,CST,73,JEFFERSON,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,51,0,0,0,,0,,,,,3335,8647,0,0,,295
1,4/15/1961 0:00:00,1630,CST,73,JEFFERSON,AL,HAIL,0,,,,,0,,0,,,0,0,,175,0,0,0,,0,,,,,3330,8654,0,0,,296
1,4/27/1961 0:00:00,900,CST,109,PIKE,AL,TORNADO,0,,,,,0,,0,,,0,33,2,0,0,2,25,K,0,,,,,3140,8600,0,0,,297
1,05/08/1961 00:00,2200,CST,89,MADISON,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3442,8635,0,0,,298
1,05/08/1961 00:00,2230,CST,77,LAUDERDALE,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3453,8805,0,0,,299
1,05/08/1961 00:00,2355,CST,73,JEFFERSON,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,61,0,0,0,,0,,,,,3335,8647,0,0,,300
1,05/09/1961 00:00,100,CST,101,MONTGOMERY,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,56,0,0,0,,0,,,,,3223,8617,0,0,,301
1,5/25/1961 0:00:00,1130,CST,55,ETOWAH,AL,HAIL,0,,,,,0,,0,,,0,0,,250,0,0,0,,0,,,,,3405,8611,0,0,,302
1,06/06/1961 00:00,1445,CST,89,MADISON,AL,HAIL,0,,,,,0,,0,,,0,0,,175,0,0,0,,0,,,,,3442,8635,0,0,,303
1,06/06/1961 00:00,1500,CST,89,MADISON,AL,TORNADO,0,,,,,0,,0,,,0,33,1,0,0,0,2.5,K,0,,,,,3454,8624,0,0,,304
1,6/20/1961 0:00:00,1330,CST,69,HOUSTON,AL,TORNADO,0,,,,,0,,0,,,0,33,2,0,0,0,25,K,0,,,,,3108,8516,0,0,,305
1,7/22/1961 0:00:00,1250,CST,73,JEFFERSON,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,50,0,0,0,,0,,,,,3335,8647,0,0,,306
1,8/20/1961 0:00:00,1220,CST,73,JEFFERSON,AL,HAIL,0,,,,,0,,0,,,0,0,,75,0,0,0,,0,,,,,3335,8647,0,0,,307
1,09/10/1961 00:00,1455,CST,97,MOBILE,AL,TORNADO,0,,,,,0,,0,,,0.5,33,1,0,0,0,2.5,K,0,,,,,3022,8807,0,0,,308
1,11/23/1961 0:00:00,315,CST,45,DALE,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3117,8541,0,0,,309
1,11/23/1961 0:00:00,350,CST,61,GENEVA,AL,TSTM WIND,0,,,,,0,,0,,,0,0,,0,0,0,0,,0,,,,,3106,8541,0,0,,310
1,12/10/1961 00:00,730,CST,53,ESCAMBIA,AL,TORNADO,0,,,,,0,,0,,,0.2,33,3,0,0,1,250,K,0,,,,,3107,8703,0,0,,311
1,12/11/1961 00:00,1805,CST,15,CALHOUN,AL,TORNADO,0,,,,,0,,0,,,3.3,200,3,0,0,0,250,K,0,,,,,3348,8547,3350,8545,,312
